327.2000 114.5000 0
325.9000 119.0000 0
317.6000 113.1000 0
321.2000 109.7000 0
254.2000 208.0000 0
250.9000 211.5000 0
48.5000 14.0000 0
44.2000 16.7000 0
75.1000 7.9000 0
75.9000 12.9000 0
287.5000 244.6000 0
290.7000 248.8000 0
260.9000 96.6000 0
256.9000 98.9000 0
297.1000 69.6000 0
293.8000 67.5000 0
90.3000 10.0000 0
84.4000 13.3000 0
287.8000 48.4000 0
293.3000 45.1000 0
198.4000 244.6000 0
195.6000 239.3000 0
311.8000 77.2000 0
307.8000 74.3000 0
266.4000 73.1000 0
270.4000 70.1000 0
313.9000 183.5000 0
308.4000 184.4000 0
85.1000 2.1000 0
80.1000 4.3000 0
156.5000 275.1000 0
156.6000 269.6000 0
112.6000 5.2000 0
108.1000 3.0000 0
37.8000 70.5000 0
35.4000 74.1000 0
325.3000 278.0000 0
321.6000 280.8000 0
287.6000 20.6000 0
283.8000 23.1000 0
261.0000 245.5000 0
263.6000 248.9000 0
266.3000 78.4000 0
270.4000 81.8000 0
30.2000 67.2000 0
31.0000 76.7000 0
26.6000 257.7000 0
23.3000 263.6000 0
68.4000 262.1000 0
67.9000 267.2000 0
242.7000 31.2000 0
247.5000 29.2000 0
69.2000 285.4000 0
68.9000 289.9000 0
286.8000 136.6000 0
288.6000 140.7000 0
287.3000 252.6000 0
284.5000 248.5000 0
223.1000 277.3000 0
227.7000 280.2000 0
54.3000 280.5000 0
52.4000 284.3000 0
282.7000 109.0000 0
278.7000 111.9000 0
207.6000 286.6000 0
203.1000 283.9000 0
297.9000 112.7000 0
298.0000 117.0000 0
244.0000 190.3000 0
247.0000 194.2000 0
253.4000 179.4000 0
255.3000 174.0000 0
92.6000 266.1000 0
90.6000 270.1000 0
75.2000 3.0000 0
71.3000 0.3000 0
261.9000 128.7000 0
256.4000 131.2000 0
184.6000 295.1000 0
185.3000 299.9000 0
245.0000 235.9000 0
240.0000 234.2000 0
234.0000 215.6000 0
231.4000 211.7000 0
32.6000 150.7000 0
35.1000 164.8000 0
203.4000 7.4000 0
200.0000 4.8000 0
251.9000 239.0000 0
249.6000 245.2000 0
302.9000 87.3000 0
307.2000 85.5000 0
241.9000 194.3000 0
244.6000 198.1000 0
304.7000 150.4000 0
302.6000 146.2000 0
324.3000 273.2000 0
320.7000 269.6000 0
184.6000 279.1000 0
184.2000 273.9000 0
93.4000 328.4000 0
92.9000 322.2000 0
75.9000 250.0000 0
69.9000 254.1000 0
217.3000 240.1000 0
215.2000 244.4000 0
78.5000 299.5000 0
83.7000 301.8000 0
171.9000 293.1000 0
170.2000 287.9000 0
244.1000 254.7000 0
247.2000 259.7000 0
237.7000 28.3000 0
237.3000 35.1000 0
280.3000 183.5000 0
280.2000 179.4000 0
315.4000 42.1000 0
316.1000 48.1000 0
268.7000 239.8000 0
270.5000 235.6000 0
50.4000 56.5000 0
52.9000 51.5000 0
252.4000 47.4000 0
248.1000 44.4000 0
173.8000 284.8000 0
174.2000 289.9000 0
35.9000 234.1000 0
32.8000 230.5000 0
209.2000 319.8000 0
213.8000 316.9000 0
217.9000 9.6000 0
213.0000 6.0000 0
109.4000 19.5000 0
113.5000 16.9000 0
279.0000 95.9000 0
274.3000 99.5000 0
308.4000 172.8000 0
313.1000 174.9000 0
242.4000 116.5000 0
240.8000 111.7000 0
