326.7000 113.6000 0
326.2000 118.4000 0
317.8000 113.5000 0
322.7000 111.5000 0
255.1000 209.6000 0
252.4000 215.3000 0
48.8000 14.8000 0
43.0000 17.8000 0
75.1000 9.6000 0
75.9000 15.1000 0
287.3000 245.8000 0
290.5000 250.6000 0
262.1000 98.4000 0
256.9000 100.5000 0
297.4000 70.8000 0
293.4000 67.9000 0
90.3000 11.3000 0
85.7000 13.6000 0
287.7000 48.6000 0
292.4000 46.6000 0
197.3000 245.0000 0
196.2000 240.1000 0
312.3000 79.1000 0
306.7000 76.3000 0
266.2000 74.7000 0
269.7000 70.7000 0
316.3000 185.6000 0
310.7000 185.5000 0
84.2000 3.6000 0
80.1000 6.8000 0
157.0000 276.9000 0
157.7000 270.7000 0
113.5000 5.8000 0
107.8000 4.7000 0
61.9000 79.2000 0
59.0000 75.3000 0
327.8000 286.7000 0
324.6000 293.0000 0
287.0000 21.7000 0
282.5000 25.1000 0
262.1000 247.6000 0
264.4000 252.4000 0
266.1000 79.6000 0
270.4000 82.5000 0
31.2000 68.0000 0
34.2000 72.1000 0
28.7000 256.7000 0
24.9000 264.2000 0
72.0000 266.9000 0
67.3000 268.3000 0
241.5000 34.4000 0
246.8000 30.9000 0
68.7000 285.0000 0
69.4000 290.6000 0
288.6000 138.0000 0
291.2000 144.6000 0
289.3000 255.1000 0
285.2000 251.2000 0
222.7000 279.9000 0
227.0000 282.3000 0
55.2000 282.9000 0
50.0000 284.2000 0
285.4000 111.3000 0
280.7000 113.9000 0
208.1000 288.3000 0
202.7000 286.0000 0
299.5000 114.6000 0
299.1000 119.6000 0
245.8000 191.2000 0
248.4000 195.5000 0
256.2000 181.5000 0
258.7000 176.9000 0
99.5000 262.6000 0
95.5000 266.9000 0
74.9000 2.6000 0
69.3000 2.5000 0
263.5000 130.2000 0
258.3000 131.8000 0
183.9000 296.5000 0
185.3000 301.3000 0
245.7000 238.6000 0
239.4000 238.6000 0
232.7000 215.7000 0
233.7000 220.8000 0
82.4000 200.5000 0
78.9000 189.9000 0
200.0000 5.2000 0
204.1000 8.1000 0
253.8000 243.7000 0
250.6000 247.7000 0
302.6000 88.7000 0
306.5000 86.1000 0
243.8000 194.7000 0
245.4000 199.4000 0
308.1000 150.1000 0
305.9000 145.1000 0
322.0000 278.3000 0
325.5000 274.5000 0
185.3000 281.6000 0
185.1000 275.9000 0
94.6000 328.2000 0
93.3000 322.6000 0
66.7000 259.3000 0
61.6000 261.0000 0
217.0000 240.7000 0
217.3000 245.9000 0
79.3000 300.8000 0
83.7000 302.9000 0
171.3000 294.3000 0
171.4000 288.9000 0
246.1000 256.5000 0
248.9000 261.2000 0
237.8000 30.1000 0
237.3000 34.8000 0
284.2000 186.5000 0
281.0000 181.4000 0
316.4000 43.5000 0
315.3000 47.8000 0
269.9000 242.4000 0
272.1000 238.2000 0
52.7000 56.9000 0
53.6000 51.4000 0
251.0000 49.9000 0
247.3000 46.1000 0
175.8000 286.1000 0
175.3000 291.2000 0
36.8000 235.1000 0
32.8000 228.1000 0
208.4000 321.6000 0
213.5000 318.5000 0
218.6000 10.9000 0
212.9000 9.0000 0
108.1000 20.9000 0
112.0000 17.8000 0
279.4000 97.5000 0
275.1000 100.7000 0
306.7000 174.5000 0
311.6000 176.0000 0
244.0000 117.7000 0
239.2000 115.3000 0
203.4000 290.8000 0
201.9000 294.9000 0
26.2000 200.5000 0
20.8000 199.6000 0
184.4000 307.3000 0
188.5000 304.7000 0
38.6000 20.9000 0
34.0000 18.4000 0
253.6000 309.8000 0
258.1000 312.9000 0
294.3000 116.7000 0
294.1000 111.6000 0
124.5000 264.5000 0
118.0000 267.8000 0
214.9000 38.3000 0
208.6000 43.8000 0
320.6000 62.3000 0
320.7000 67.2000 0
207.9000 267.3000 0
203.0000 269.3000 0
120.9000 21.6000 0
117.9000 24.1000 0
263.9000 206.8000 0
258.7000 206.4000 0
306.7000 263.4000 0
311.4000 262.5000 0
14.4000 301.9000 0
9.1000 305.2000 0
302.2000 249.3000 0
299.3000 244.9000 0
276.3000 137.7000 0
275.3000 132.5000 0
288.4000 69.7000 0
288.5000 64.6000 0
49.5000 29.2000 0
49.0000 24.2000 0
259.8000 34.6000 0
264.5000 36.5000 0
57.6000 247.0000 0
61.0000 244.5000 0
8.1000 247.5000 0
10.6000 252.5000 0
35.1000 241.0000 0
37.1000 244.1000 0
25.9000 206.0000 0
21.5000 204.3000 0
121.9000 269.6000 0
123.7000 274.8000 0
251.0000 228.0000 0
249.1000 223.2000 0
25.6000 235.7000 0
20.7000 235.9000 0
305.2000 185.6000 0
301.8000 189.5000 0
217.7000 304.3000 0
221.9000 307.8000 0
1.5000 222.3000 0
3.9000 217.4000 0
175.5000 275.9000 0
176.1000 281.2000 0
323.4000 239.6000 0
325.1000 244.2000 0
313.8000 253.5000 0
312.7000 248.9000 0
265.6000 139.2000 0
266.7000 134.1000 0
268.9000 27.9000 0
264.8000 25.0000 0
238.6000 261.3000 0
240.5000 256.0000 0
156.8000 287.8000 0
162.1000 288.5000 0
316.8000 195.3000 0
318.4000 190.1000 0
230.4000 300.2000 0
226.6000 297.1000 0
314.1000 126.7000 0
308.3000 123.8000 0
179.4000 309.9000 0
180.1000 314.9000 0
312.4000 212.8000 0
314.7000 209.1000 0
274.0000 215.3000 0
271.8000 210.7000 0
50.1000 47.0000 0
54.8000 44.2000 0
39.6000 220.2000 0
35.2000 221.6000 0
231.6000 171.5000 0
231.8000 176.5000 0
271.4000 326.7000 0
269.1000 1.5000 0
134.3000 311.6000 0
139.2000 309.9000 0
36.8000 231.0000 0
41.4000 228.8000 0
58.0000 268.7000 0
54.1000 266.8000 0
9.1000 206.6000 0
5.7000 210.4000 0
253.6000 195.0000 0
258.4000 196.7000 0
66.9000 12.0000 0
71.1000 13.6000 0
89.8000 320.1000 0
84.9000 317.7000 0
154.1000 2.6000 0
158.6000 328.7000 0
50.3000 61.9000 0
47.2000 65.8000 0
273.2000 9.3000 0
276.6000 11.5000 0
56.3000 36.1000 0
60.6000 35.3000 0
133.2000 274.7000 0
128.7000 278.1000 0
22.5000 225.7000 0
23.9000 231.1000 0
281.6000 268.7000 0
287.5000 268.7000 0
92.2000 290.8000 0
91.0000 296.5000 0
297.6000 91.8000 0
293.3000 94.5000 0
69.5000 301.5000 0
69.6000 306.4000 0
53.6000 249.1000 0
50.1000 246.0000 0
59.4000 28.5000 0
63.4000 26.2000 0
319.0000 30.3000 0
314.9000 27.7000 0
0.8000 150.4000 0
323.3000 151.2000 0
325.0000 155.7000 0
320.0000 155.5000 0
217.6000 260.5000 0
223.4000 263.7000 0
198.7000 330.2000 0
189.6000 4.7000 0
65.4000 53.0000 0
66.8000 49.1000 0
274.7000 90.6000 0
275.2000 95.7000 0
218.3000 52.7000 0
218.5000 58.1000 0
